,motorspeed,Šp‘¬“x,,,,,,motorSpeed,,,,,,,Šp‘¬“x
19220,294,-9729.746966,,,42566,,-2306.022375,112,,,,,,19220,-9729.746966
19237,228,-8219.183845,,,43517,,-2306.022375,156,,,,,,19237,-8219.183845
19257,190,-5613.192931,,,47324,,-2306.022375,119,,,,,,19257,-5613.192931
19270,133,-4270.100539,,,47354,,-2306.022375,72,,,,,,19270,-4270.100539
19284,55,-2500.835701,,,49825,,-2306.022375,89,,,,,,19284,-2500.835701
19297,42,-665.046073,,,50089,,-2306.022375,116,,,,,,19297,-665.046073
19317,31,-443.7942129,,,50860,,-2306.022375,147,,,,,,19317,-443.7942129
19333,-29,-281.4169423,,,47177,,-2278.624269,48,,,,,,19333,-281.4169423
19349,-103,254.6271423,,,29065,,-2224.156621,4,,,,,,19349,254.6271423
19363,-170,1704.368646,,,29696,,-2224.156621,123,,,,,,19363,1704.368646
19382,-237,3613.941192,,,29704,,-2224.156621,93,,,,,,19382,3613.941192
19395,-214,5948.811644,,,40266,,-2224.156621,95,,,,,,19395,5948.811644
19412,-164,5104.207945,,,43566,,-2224.156621,100,,,,,,19412,5104.207945
19425,-149,3424.313131,,,46874,,-2224.156621,-2,,,,,,19425,3424.313131
19444,-227,2965.426073,,,47168,,-2224.156621,125,,,,,,19444,2965.426073
19458,-275,5576.304552,,,47741,,-2224.156621,112,,,,,,19458,5576.304552
19471,-255,7435.441137,,,13506,,-2197.087965,-22,,,,,,19471,7435.441137
19485,-191,6639.233911,,,24837,,-2197.087965,98,,,,,,19485,6639.233911
19516,-79,4303.856177,,,28944,,-2197.087965,130,,,,,,19516,4303.856177
19541,-1,1144.849335,,,34178,,-2197.087965,102,,,,,,19541,1144.849335
19565,17,1.630450804,,,46769,,-2197.087965,137,,,,,,19565,1.630450804
19604,127,-114.282855,,,50003,,-2197.087965,163,,,,,,19604,-114.282855
19640,228,-2333.52942,,,54030,,-2197.087965,133,,,,,,19640,-2333.52942
19670,146,-5613.192931,,,42533,,-2143.283242,110,,,,,,19670,-5613.192931
19701,245,-2876.318554,,,49461,,-2143.283242,110,,,,,,19701,-2876.318554
19726,203,-6252.544995,,,51269,,-2143.283242,132,,,,,,19726,-6252.544995
19741,106,-4715.760669,,,54022,,-2143.283242,122,,,,,,19741,-4715.760669
19753,41,-1779.370954,,,32974,,-2116.548093,132,,,,,,19753,-1779.370954
19766,-19,-428.0391414,,,34064,,-2116.548093,130,,,,,,19766,-428.0391414
19787,-49,135.0324354,,,47332,,-2116.548093,146,,,,,,19787,135.0324354
19802,-46,559.2446256,,,15180,,-2037.017139,-38,,,,,,19802,559.2446256
19817,-110,508.6797471,,,20912,,-2037.017139,179,,,,,,19817,508.6797471
19830,-184,1881.034352,,,39865,,-2037.017139,126,,,,,,19830,1881.034352
19848,-198,4069.437976,,,43589,,-2037.017139,146,,,,,,19848,4069.437976
19861,-174,4542.610334,,,50106,,-2037.017139,92,,,,,,19861,4542.610334
19875,-176,3742.23944,,,18781,,-2010.73325,230,,,,,,19875,3742.23944
19909,-238,3806.945862,,,20566,,-2010.73325,127,,,,,,19909,3806.945862
19933,-250,5986.502038,,,39517,,-2010.73325,152,,,,,,19933,5986.502038
19968,-88,6444.92269,,,42555,,-2010.73325,126,,,,,,19968,6444.92269
19992,-48,1345.958617,,,43509,,-2010.73325,126,,,,,,19992,1345.958617
20028,41,542.2125371,,,49454,,-2010.73325,120,,,,,,20028,542.2125371
20054,83,-428.0391414,,,51699,,-2010.73325,102,,,,,,20054,-428.0391414
20090,277,-1232.891441,,,27388,,-1958.508065,42,,,,,,20090,-1232.891441
20114,166,-7516.702342,,,27939,,-1958.508065,100,,,,,,20114,-7516.702342
20147,171,-3487.143594,,,39751,,-1958.508065,164,,,,,,20147,-3487.143594
20163,272,-3645.875756,,,42573,,-1932.567773,85,,,,,,20163,-3645.875756
20177,237,-7314.102718,,,47749,,-1932.567773,90,,,,,,20177,-7314.102718
20190,189,-5948.811644,,,18501,,-1881.034352,62,,,,,,20190,-5948.811644
20207,85,-4236.433615,,,25509,,-1881.034352,105,,,,,,20207,-4236.433615
20230,-14,-1277.721162,,,42548,,-1881.034352,115,,,,,,20230,-1277.721162
20268,22,85.4082361,,,43627,,-1881.034352,65,,,,,,20268,85.4082361
20284,-113,-168.2448272,,,49469,,-1881.034352,89,,,,,,20284,-168.2448272
20299,-196,1958.508065,,,18424,,-1855.442269,137,,,,,,20299,1958.508065
20313,-196,4473.957005,,,34055,,-1855.442269,119,,,,,,20313,4473.957005
20327,-154,4473.957005,,,43875,,-1855.442269,150,,,,,,20327,4473.957005
20341,-135,3115.937805,,,46761,,-1855.442269,122,,,,,,20341,3115.937805
20354,-176,2557.457068,,,16193,,-1829.967313,95,,,,,,20354,2557.457068
20368,-230,3806.945862,,,24457,,-1829.967313,93,,,,,,20368,3806.945862
20388,-264,5687.212466,,,25140,,-1829.967313,135,,,,,,20388,5687.212466
20403,-213,6993.806131,,,28506,,-1829.967313,142,,,,,,20403,6993.806131
20416,-164,5068.472614,,,35154,,-1829.967313,100,,,,,,20416,5068.472614
20428,-139,3424.313131,,,46374,,-1829.967313,108,,,,,,20428,3424.313131
20446,-125,2671.959675,,,46387,,-1829.967313,90,,,,,,20446,2671.959675
20458,-72,2278.624269,,,47080,,-1829.967313,92,,,,,,20458,2278.624269
20471,-28,996.1080361,,,16443,,-1779.370954,88,,,,,,20471,996.1080361
20484,-12,241.5709717,,,19753,,-1779.370954,41,,,,,,20484,241.5709717
20507,-17,67.77656714,,,24827,,-1779.370954,122,,,,,,20507,67.77656714
20520,-17,114.282855,,,25489,,-1779.370954,110,,,,,,20520,114.282855
20530,28,114.282855,,,32495,,-1779.370954,103,,,,,,20530,114.282855
20546,115,-241.5709717,,,44234,,-1779.370954,135,,,,,,20546,-241.5709717
20566,127,-2010.73325,,,47071,,-1779.370954,108,,,,,,20566,-2010.73325
20580,55,-2333.52942,,,51614,,-1779.370954,36,,,,,,20580,-2333.52942
20597,27,-665.046073,,,16147,,-1754.250657,103,,,,,,20597,-665.046073
20609,51,-228.7459141,,,24432,,-1754.250657,100,,,,,,20609,-228.7459141
20627,99,-593.8311337,,,24801,,-1754.250657,92,,,,,,20627,-593.8311337
20640,96,-1606.055286,,,25530,,-1754.250657,96,,,,,,20640,-1606.055286
20653,55,-1533.608647,,,28935,,-1754.250657,122,,,,,,20653,-1533.608647
20667,-71,-665.046073,,,32965,,-1754.250657,119,,,,,,20667,-665.046073
20688,-163,975.4280094,,,47317,,-1754.250657,126,,,,,,20688,975.4280094
20701,-85,3393.040986,,,51261,,-1754.250657,120,,,,,,20701,3393.040986
20714,-31,1277.721162,,,51366,,-1754.250657,59,,,,,,20714,1277.721162
20727,-14,281.4169423,,,16176,,-1704.368646,108,,,,,,20727,281.4169423
20747,-18,85.4082361,,,19156,,-1704.368646,142,,,,,,20747,85.4082361
20760,-54,124.5135045,,,27916,,-1704.368646,88,,,,,,20760,124.5135045
20772,-42,646.9911481,,,30332,,-1704.368646,99,,,,,,20772,646.9911481
20786,-38,443.7942129,,,32504,,-1704.368646,103,,,,,,20786,443.7942129
20808,-27,381.929403,,,32517,,-1704.368646,75,,,,,,20808,381.929403
20823,1,228.7459141,,,47588,,-1704.368646,140,,,,,,20823,228.7459141
20838,-42,-1.630450804,,,53327,,-1704.368646,102,,,,,,20838,-1.630450804
20854,9,443.7942129,,,54015,,-1704.368646,120,,,,,,20854,443.7942129
20873,98,-44.0221717,,,16911,,-1679.608086,189,,,,,,20873,-44.0221717
20886,116,-1581.782668,,,29428,,-1679.608086,68,,,,,,20886,-1581.782668
20912,179,-2037.017139,,,34187,,-1679.608086,98,,,,,,20912,-2037.017139
20929,261,-3904.696162,,,51645,,-1679.608086,146,,,,,,20929,-3904.696162
20942,301,-6874.932843,,,51707,,-1679.608086,76,,,,,,20942,-6874.932843
20955,308,-8514.466528,,,53334,,-1679.608086,73,,,,,,20955,-8514.466528
20967,279,-8813.203006,,,24442,,-1630.450804,108,,,,,,20967,-8813.203006
20987,197,-7598.257441,,,27957,,-1630.450804,149,,,,,,20987,-7598.257441
21001,89,-4508.240107,,,29678,,-1630.450804,123,,,,,,21001,-4508.240107
21014,32,-1368.966148,,,30379,,-1630.450804,90,,,,,,21014,-1368.966148
21028,-36,-295.1431218,,,35187,,-1630.450804,76,,,,,,21028,-295.1431218
21046,-140,352.1773736,,,43574,,-1630.450804,127,,,,,,21046,352.1773736
21059,-179,2700.84557,,,18742,,-1606.055286,135,,,,,,21059,2700.84557
21073,-152,3904.696162,,,20640,,-1606.055286,96,,,,,,21073,3904.696162
21089,-90,3055.435224,,,30341,,-1606.055286,96,,,,,,21089,3055.435224
21107,-75,1392.103301,,,54008,,-1606.055286,103,,,,,,21107,1392.103301
21120,-68,1059.008862,,,20886,,-1581.782668,116,,,,,,21120,1059.008862
21133,-83,914.2628397,,,24848,,-1581.782668,56,,,,,,21133,914.2628397
21146,-89,1232.891441,,,30369,,-1581.782668,100,,,,,,21146,1232.891441
21167,-63,1368.966148,,,34196,,-1581.782668,93,,,,,,21167,1368.966148
21182,-17,815.3020293,,,35133,,-1581.782668,108,,,,,,21182,815.3020293
21200,27,114.282855,,,47061,,-1581.782668,106,,,,,,21200,114.282855
21229,56,-228.7459141,,,20653,,-1533.608647,55,,,,,,21229,-228.7459141
21245,41,-683.2658888,,,25129,,-1533.608647,108,,,,,,21245,-683.2658888
21260,34,-428.0391414,,,25551,,-1533.608647,89,,,,,,21260,-428.0391414
21273,28,-323.2407269,,,30357,,-1533.608647,98,,,,,,21273,-323.2407269
21290,22,-241.5709717,,,46359,,-1533.608647,95,,,,,,21290,-241.5709717
21303,5,-168.2448272,,,47150,,-1533.608647,123,,,,,,21303,-168.2448272
21318,-8,-18.22899415,,,49728,,-1533.608647,163,,,,,,21318,-18.22899415
21335,-17,36.89289023,,,49995,,-1533.608647,122,,,,,,21335,36.89289023
21353,-34,114.282855,,,54209,,-1533.608647,-22,,,,,,21353,114.282855
21366,-28,323.2407269,,,16208,,-1509.708524,51,,,,,,21366,323.2407269
21379,-25,241.5709717,,,16565,,-1509.708524,0,,,,,,21379,241.5709717
21392,-12,203.8063504,,,30323,,-1509.708524,103,,,,,,21392,203.8063504
21409,-7,67.77656714,,,33069,,-1509.708524,93,,,,,,21409,67.77656714
21421,-4,30.19637146,,,40274,,-1509.708524,150,,,,,,21421,30.19637146
21436,-9,13.04360643,,,46367,,-1509.708524,108,,,,,,21436,13.04360643
21449,-9,44.0221717,,,16424,,-1462.285326,106,,,,,,21449,44.0221717
21466,-7,44.0221717,,,24467,,-1462.285326,78,,,,,,21466,44.0221717
21479,-8,30.19637146,,,29713,,-1462.285326,65,,,,,,21479,30.19637146
21493,-5,36.89289023,,,33055,,-1462.285326,95,,,,,,21493,36.89289023
21515,-1,18.22899415,,,33078,,-1462.285326,75,,,,,,21515,18.22899415
21540,1,1.630450804,,,34205,,-1462.285326,93,,,,,,21540,1.630450804
21553,1,-1.630450804,,,34217,,-1462.285326,76,,,,,,21553,-1.630450804
21562,0,-1.630450804,,,15161,,-1438.763594,116,,,,,,21562,-1.630450804
21576,-7,0,,,24817,,-1438.763594,106,,,,,,21576,0
21599,-11,30.19637146,,,30215,,-1438.763594,89,,,,,,21599,30.19637146
21613,-12,59.4835291,,,47087,,-1438.763594,65,,,,,,21613,59.4835291
21663,-9,67.77656714,,,50114,,-1438.763594,76,,,,,,21663,67.77656714
21685,-4,44.0221717,,,19142,,-1392.103301,103,,,,,,21685,44.0221717
21719,-5,13.04360643,,,27356,,-1392.103301,149,,,,,,21719,13.04360643
21742,-12,18.22899415,,,30389,,-1392.103301,83,,,,,,21742,18.22899415
21764,-18,67.77656714,,,32486,,-1392.103301,106,,,,,,21764,67.77656714
21797,-14,124.5135045,,,39564,,-1392.103301,62,,,,,,21797,124.5135045
21830,-9,85.4082361,,,46395,,-1392.103301,52,,,,,,21830,85.4082361
21870,-35,44.0221717,,,47766,,-1392.103301,78,,,,,,21870,44.0221717
21893,-41,337.6056963,,,21014,,-1368.966148,32,,,,,,21893,337.6056963
21928,-27,428.0391414,,,25197,,-1368.966148,18,,,,,,21928,428.0391414
21950,0,228.7459141,,,25571,,-1368.966148,85,,,,,,21950,228.7459141
21972,35,0,,,30224,,-1368.966148,78,,,,,,21972,0
22006,29,-337.6056963,,,30306,,-1368.966148,89,,,,,,22006,-337.6056963
22029,17,-254.6271423,,,30314,,-1368.966148,95,,,,,,22029,-254.6271423
22051,-1,-114.282855,,,32466,,-1368.966148,81,,,,,,22051,-114.282855
22089,-18,1.630450804,,,49479,,-1368.966148,65,,,,,,22089,1.630450804
22111,-1,124.5135045,,,49832,,-1368.966148,71,,,,,,22111,124.5135045
22147,17,1.630450804,,,51584,,-1368.966148,139,,,,,,22147,1.630450804
22172,22,-114.282855,,,15577,,-1345.958617,169,,,,,,22172,-114.282855
22195,11,-168.2448272,,,16463,,-1345.958617,146,,,,,,22195,-168.2448272
22227,5,-59.4835291,,,25787,,-1345.958617,59,,,,,,22227,-59.4835291
22251,-1,-18.22899415,,,27928,,-1345.958617,113,,,,,,22251,-18.22899415
22288,-5,1.630450804,,,30206,,-1345.958617,92,,,,,,22288,1.630450804
22310,-4,18.22899415,,,51888,,-1345.958617,75,,,,,,22310,18.22899415
22332,-9,13.04360643,,,28497,,-1300.335371,108,,,,,,22332,13.04360643
22357,-17,44.0221717,,,30247,,-1300.335371,86,,,,,,22357,44.0221717
22382,-8,114.282855,,,30255,,-1300.335371,85,,,,,,22382,114.282855
22417,9,36.89289023,,,32457,,-1300.335371,89,,,,,,22417,36.89289023
22441,0,-44.0221717,,,13467,,-1277.721162,122,,,,,,22441,-44.0221717
22465,-4,0,,,15042,,-1277.721162,56,,,,,,22465,0
22497,9,13.04360643,,,20230,,-1277.721162,-14,,,,,,22497,13.04360643
22521,17,-44.0221717,,,25592,,-1277.721162,-90,,,,,,22521,-44.0221717
22559,5,-114.282855,,,30266,,-1277.721162,79,,,,,,22559,-114.282855
22580,-5,-18.22899415,,,39894,,-1277.721162,63,,,,,,22580,-18.22899415
22602,-62,18.22899415,,,42581,,-1277.721162,51,,,,,,22602,18.22899415
22637,-19,795.9673128,,,46754,,-1277.721162,109,,,,,,22637,795.9673128
22659,56,135.0324354,,,49987,,-1277.721162,96,,,,,,22659,135.0324354
22681,59,-683.2658888,,,53988,,-1277.721162,99,,,,,,22681,-683.2658888
22704,28,-738.9000851,,,20090,,-1232.891441,277,,,,,,22704,-738.9000851
22738,8,-241.5709717,,,28617,,-1232.891441,7,,,,,,22738,-241.5709717
22761,-1,-36.89289023,,,29669,,-1232.891441,100,,,,,,22761,-36.89289023
22784,9,1.630450804,,,30399,,-1232.891441,68,,,,,,22784,1.630450804
22817,17,-44.0221717,,,37107,,-1232.891441,55,,,,,,22817,-44.0221717
22838,18,-114.282855,,,46101,,-1232.891441,71,,,,,,22838,-114.282855
22861,12,-124.5135045,,,46351,,-1232.891441,96,,,,,,22861,-124.5135045
22883,9,-67.77656714,,,47974,,-1232.891441,79,,,,,,22883,-67.77656714
22904,-7,-44.0221717,,,50845,,-1232.891441,82,,,,,,22904,-44.0221717
22938,-17,30.19637146,,,53980,,-1232.891441,85,,,,,,22938,30.19637146
22960,-11,114.282855,,,17211,,-1210.677518,62,,,,,,22960,114.282855
22981,-5,59.4835291,,,24648,,-1210.677518,59,,,,,,22981,59.4835291
23016,-4,18.22899415,,,32956,,-1210.677518,105,,,,,,23016,18.22899415
23037,0,13.04360643,,,46094,,-1210.677518,83,,,,,,23037,13.04360643
23057,-5,0,,,49447,,-1210.677518,115,,,,,,23057,0
23080,-11,18.22899415,,,50853,,-1210.677518,126,,,,,,23080,18.22899415
23100,-15,59.4835291,,,51865,,-1210.677518,76,,,,,,23100,59.4835291
23122,-11,94.72063213,,,14837,,-1188.598636,12,,,,,,23122,94.72063213
23143,0,59.4835291,,,17144,,-1188.598636,129,,,,,,23143,59.4835291
23163,1,0,,,28926,,-1188.598636,105,,,,,,23163,0
23196,-2,-1.630450804,,,32475,,-1188.598636,90,,,,,,23196,-1.630450804
23239,-11,4.611611278,,,34046,,-1188.598636,109,,,,,,23239,4.611611278
23276,-2,59.4835291,,,47966,,-1188.598636,83,,,,,,23276,59.4835291
23298,5,4.611611278,,,47991,,-1188.598636,63,,,,,,23298,4.611611278
23320,7,-18.22899415,,,48014,,-1188.598636,52,,,,,,23320,-18.22899415
23342,5,-30.19637146,,,49693,,-1188.598636,71,,,,,,23342,-30.19637146
23364,-1,-18.22899415,,,17482,,-1144.849335,69,,,,,,23364,-18.22899415
23396,0,1.630450804,,,25766,,-1144.849335,88,,,,,,23396,1.630450804
23404,4,0,,,30275,,-1144.849335,72,,,,,,23404,0
23437,4,-13.04360643,,,32440,,-1144.849335,86,,,,,,23437,-13.04360643
23456,0,-13.04360643,,,34432,,-1144.849335,66,,,,,,23456,-13.04360643
23477,-4,0,,,35112,,-1144.849335,98,,,,,,23477,0
23496,-4,13.04360643,,,43179,,-1144.849335,129,,,,,,23496,13.04360643
23505,-5,13.04360643,,,47982,,-1144.849335,81,,,,,,23505,13.04360643
23518,-5,18.22899415,,,51880,,-1144.849335,88,,,,,,23518,18.22899415
23528,-5,18.22899415,,,24129,,-1123.180625,126,,,,,,23528,18.22899415
23536,-2,18.22899415,,,24477,,-1123.180625,27,,,,,,23536,18.22899415
23557,1,4.611611278,,,29315,,-1123.180625,139,,,,,,23557,4.611611278
23568,5,-1.630450804,,,30238,,-1123.180625,86,,,,,,23568,-1.630450804
23578,8,-18.22899415,,,34237,,-1123.180625,55,,,,,,23578,-18.22899415
23588,9,-36.89289023,,,34415,,-1123.180625,78,,,,,,23588,-36.89289023
23600,8,-44.0221717,,,34423,,-1123.180625,79,,,,,,23600,-44.0221717
23617,5,-36.89289023,,,44227,,-1123.180625,106,,,,,,23617,-36.89289023
23629,1,-18.22899415,,,47053,,-1123.180625,98,,,,,,23629,-18.22899415
23639,0,-1.630450804,,,47774,,-1123.180625,38,,,,,,23639,-1.630450804
23649,0,0,,,51914,,-1123.180625,78,,,,,,23649,0
23655,1,0,,,51920,,-1123.180625,63,,,,,,23655,0
23676,0,-1.630450804,,,18410,,-1080.259483,109,,,,,,23676,-1.630450804
23686,-2,0,,,18870,,-1080.259483,-1,,,,,,23686,0
23696,-4,4.611611278,,,24177,,-1080.259483,31,,,,,,23696,4.611611278
23708,-4,13.04360643,,,34227,,-1080.259483,78,,,,,,23708,13.04360643
23717,-4,13.04360643,,,35206,,-1080.259483,75,,,,,,23717,13.04360643
23725,-4,13.04360643,,,50122,,-1080.259483,48,,,,,,23725,13.04360643
23738,-2,13.04360643,,,51714,,-1080.259483,75,,,,,,23738,13.04360643
23748,-1,4.611611278,,,51873,,-1080.259483,79,,,,,,23748,4.611611278
23757,-1,1.630450804,,,24380,,-1059.008862,129,,,,,,23757,1.630450804
23766,-4,1.630450804,,,25468,,-1059.008862,106,,,,,,23766,1.630450804
23776,-2,13.04360643,,,32528,,-1059.008862,25,,,,,,23776,13.04360643
23789,-1,4.611611278,,,33087,,-1059.008862,22,,,,,,23789,4.611611278
23801,1,1.630450804,,,34737,,-1059.008862,68,,,,,,23801,1.630450804
23813,2,-1.630450804,,,35215,,-1059.008862,59,,,,,,23813,-1.630450804
23823,5,-4.611611278,,,40351,,-1059.008862,59,,,,,,23823,-4.611611278
23833,1,-18.22899415,,,46343,,-1059.008862,83,,,,,,23833,-18.22899415
23844,0,-1.630450804,,,46747,,-1059.008862,85,,,,,,23844,-1.630450804
23858,4,0,,,49847,,-1059.008862,61,,,,,,23858,0
23868,7,-13.04360643,,,51726,,-1059.008862,62,,,,,,23868,-13.04360643
23878,9,-30.19637146,,,51895,,-1059.008862,72,,,,,,23878,-30.19637146
23891,11,-44.0221717,,,19128,,-1016.932177,90,,,,,,23891,-44.0221717
23901,8,-59.4835291,,,43868,,-1016.932177,109,,,,,,23901,-59.4835291
23917,14,-36.89289023,,,53346,,-1016.932177,8,,,,,,23917,-36.89289023
23926,19,-85.4082361,,,53534,,-1016.932177,73,,,,,,23926,-85.4082361
23937,22,-135.0324354,,,53552,,-1016.932177,34,,,,,,23937,-135.0324354
23947,19,-168.2448272,,,30297,,-996.1080361,89,,,,,,23947,-168.2448272
23956,18,-135.0324354,,,34502,,-996.1080361,69,,,,,,23956,-135.0324354
23977,7,-124.5135045,,,47364,,-996.1080361,-35,,,,,,23977,-124.5135045
23989,-22,-30.19637146,,,49975,,-996.1080361,85,,,,,,23989,-30.19637146
24001,-46,168.2448272,,,51907,,-996.1080361,78,,,,,,24001,168.2448272
24012,-59,508.6797471,,,17449,,-975.4280094,79,,,,,,24012,508.6797471
24022,-61,738.9000851,,,46109,,-975.4280094,49,,,,,,24022,738.9000851
24037,-54,776.7878994,,,47957,,-975.4280094,81,,,,,,24037,776.7878994
24046,-34,646.9911481,,,49702,,-975.4280094,61,,,,,,24046,646.9911481
24056,-2,323.2407269,,,49840,,-975.4280094,75,,,,,,24056,323.2407269
24067,22,4.611611278,,,51991,,-975.4280094,63,,,,,,24067,4.611611278
24078,35,-168.2448272,,,52013,,-975.4280094,68,,,,,,24078,-168.2448272
24098,19,-337.6056963,,,53319,,-975.4280094,103,,,,,,24098,-337.6056963
24109,0,-135.0324354,,,53970,,-975.4280094,83,,,,,,24109,-135.0324354
24119,78,0,,,17517,,-934.5043671,39,,,,,,24119,0
24129,126,-1123.180625,,,32947,,-934.5043671,82,,,,,,24129,-1123.180625
24139,166,-2306.022375,,,34521,,-934.5043671,68,,,,,,24139,-2306.022375
24156,160,-3487.143594,,,39510,,-934.5043671,115,,,,,,24156,-3487.143594
24167,76,-3299.800417,,,47574,,-934.5043671,103,,,,,,24167,-3299.800417
24177,31,-1080.259483,,,51939,,-934.5043671,56,,,,,,24177,-1080.259483
24188,-27,-281.4169423,,,51967,,-934.5043671,65,,,,,,24188,-281.4169423
24201,-46,228.7459141,,,52005,,-934.5043671,71,,,,,,24201,228.7459141
24217,-76,508.6797471,,,18706,,-914.2628397,-22,,,,,,24217,508.6797471
24228,-117,1080.259483,,,29437,,-914.2628397,63,,,,,,24228,1080.259483
24238,-157,2063.414565,,,30416,,-914.2628397,66,,,,,,24238,2063.414565
24248,-186,3207.429932,,,34532,,-914.2628397,54,,,,,,24248,3207.429932
24258,-201,4135.967481,,,34727,,-914.2628397,75,,,,,,24258,4135.967481
24276,-184,4646.241561,,,34756,,-914.2628397,51,,,,,,24276,4646.241561
24287,-129,4069.437976,,,37079,,-914.2628397,83,,,,,,24287,4069.437976
24299,-98,2388.868614,,,44841,,-914.2628397,61,,,,,,24299,2388.868614
24309,-72,1581.782668,,,49686,,-914.2628397,81,,,,,,24309,1581.782668
24319,-44,996.1080361,,,49968,,-914.2628397,72,,,,,,24319,996.1080361
24337,-32,475.8682328,,,51857,,-914.2628397,82,,,,,,24337,475.8682328
24348,-18,295.1431218,,,52027,,-914.2628397,62,,,,,,24348,295.1431218
24358,12,124.5135045,,,54434,,-914.2628397,58,,,,,,24358,124.5135045
24369,75,-67.77656714,,,25733,,-874.2257664,79,,,,,,24369,-67.77656714
24380,129,-1059.008862,,,28478,,-874.2257664,86,,,,,,24380,-1059.008862
24398,140,-2388.868614,,,30425,,-874.2257664,49,,,,,,24398,-2388.868614
24410,132,-2700.84557,,,34442,,-874.2257664,55,,,,,,24410,-2700.84557
24421,105,-2472.683871,,,35522,,-874.2257664,52,,,,,,24421,-2472.683871
24432,100,-1754.250657,,,46328,,-874.2257664,66,,,,,,24432,-1754.250657
24442,108,-1630.450804,,,46335,,-874.2257664,75,,,,,,24442,-1630.450804
24457,93,-1829.967313,,,50834,,-874.2257664,83,,,,,,24457,-1829.967313
24467,78,-1462.285326,,,51955,,-874.2257664,69,,,,,,24467,-1462.285326
24477,27,-1123.180625,,,52053,,-874.2257664,54,,,,,,24477,-1123.180625
24488,-38,-228.7459141,,,53624,,-874.2257664,38,,,,,,24488,-228.7459141
24501,-88,381.929403,,,25117,,-854.4324506,96,,,,,,24501,381.929403
24517,-149,1345.958617,,,29465,,-854.4324506,0,,,,,,24517,1345.958617
24528,-159,2965.426073,,,29725,,-854.4324506,42,,,,,,24528,2965.426073
