connected
4558,24.0,0.0
4582,-25.0,0.0
4593,-27.0,0.0
4611,-27.0,0.0
4621,-22.0,0.0
4630,-24.0,0.0
4640,-20.0,0.0
4650,-17.0,0.0
4659,-15.0,0.0
4679,-11.0,0.0
4706,-8.0,0.0
4716,-4.0,0.0
4731,-1.0,0.0
4740,-1.0,0.0
4755,-2.0,0.0
4775,-1.0,0.0
4796,2.0,0.0
4812,2.0,0.0
4822,4.0,0.0
4831,5.0,0.0
4851,6.0,0.0
4862,8.0,0.0
4873,8.0,0.0
4882,8.0,0.0
4892,8.0,0.0
4910,9.0,0.0
4920,11.0,0.0
4929,12.0,0.0
4939,12.0,0.0
4952,14.0,0.0
4971,14.0,0.0
4981,15.0,0.0
4990,15.0,0.0
5001,16.0,0.0
5010,16.0,0.0
5019,16.0,0.0
5033,16.0,0.0
5045,18.0,0.0
5057,19.0,0.0
5066,21.0,0.0
5076,21.0,0.0
5090,21.0,0.0
5101,22.0,0.0
5111,24.0,0.0
5122,25.0,0.0
5132,26.0,0.0
5151,26.0,0.0
5161,28.0,0.0
5171,31.0,0.0
5180,32.0,0.0
5190,33.0,0.0
5211,35.0,0.0
5222,39.0,0.0
5233,33.0,0.0
5242,31.0,0.0
5252,31.0,0.0
5271,31.0,0.0
5280,26.0,0.0
5289,21.0,0.0
5303,14.0,0.0
5314,11.0,0.0
5331,8.0,0.0
5340,2.0,0.0
5350,-0.0,0.0
5359,-2.0,0.0
5369,-4.0,0.0
5378,-5.0,0.0
5392,-8.0,0.0
5405,-8.0,0.0
5415,-10.0,0.0
5424,-11.0,0.0
5434,-12.0,0.0
5451,-15.0,0.0
5460,-15.0,0.0
5470,-15.0,0.0
5483,-18.0,0.0
5492,-21.0,0.0
5511,-24.0,0.0
5521,-28.0,0.0
5530,-25.0,0.0
5540,-25.0,0.0
5550,-25.0,0.0
5571,-27.0,0.0
5583,-25.0,0.0
5593,-24.0,0.0
5603,-21.0,0.0
5613,-22.0,0.0
5630,-24.0,0.0
5640,-21.0,0.0
5649,-22.0,0.0
5659,-21.0,0.0
5669,-21.0,0.0
5691,-21.0,0.0
5707,-22.0,0.0
5721,-24.0,0.0
5734,-25.0,0.0
5753,-27.0,0.0
5764,-29.0,0.0
5779,-32.0,0.0
5811,-38.0,0.0
5832,-45.0,0.0
5852,-45.0,0.0
5872,-45.0,0.0
5892,-47.0,0.0
5902,-44.0,0.0
5931,-39.0,0.0
5952,-37.0,0.0
5973,-39.0,0.0
5993,-42.0,0.0
6013,-47.0,0.0
6051,-52.0,0.0
