connected
4911,-8.0,0.0
5080,3.0,12.0
5103,7.0,-3.1499999463558197
5130,13.0,-7.349999874830246
5149,20.0,-13.649999767541885
5172,24.0,-20.99999964237213
5195,26.0,-25.199999570846558
5213,26.0,-27.29999953508377
5226,24.0,-27.29999953508377
5286,17.0,-25.199999570846558
5306,16.0,-17.84999969601631
5324,18.0,-16.799999713897705
5346,18.0,-18.899999678134918
5359,24.0,-18.899999678134918
5385,31.0,-25.199999570846558
5427,26.0,-32.549999445676804
5446,20.0,-27.29999953508377
5466,10.0,-20.99999964237213
5488,-2.0,-10.499999821186066
5509,-5.0,3.0
5524,-3.0,7.5
5544,-0.0,4.5
5563,-0.0,-0.0
5574,1.0,-0.0
5593,4.0,-1.0499999821186066
5612,9.0,-4.199999928474426
5629,11.0,-9.449999839067459
5648,11.0,-11.549999803304672
5671,13.0,-11.549999803304672
5689,6.0,-13.649999767541885
5706,3.0,-6.299999892711639
5731,-0.0,-3.1499999463558197
5754,-9.0,-0.0
5768,-12.0,13.5
5790,-13.0,18.0
5806,-16.0,19.5
5822,-17.0,24.0
5838,-17.0,25.5
5856,-16.0,25.5
5872,-17.0,24.0
5888,-15.0,25.5
5911,-15.0,22.5
5924,-12.0,22.5
5942,-9.0,18.0
5958,-9.0,13.5
5973,-6.0,13.5
5989,-2.0,9.0
6005,-0.0,3.0
6031,1.0,-0.0
6048,7.0,-1.0499999821186066
6066,9.0,-7.349999874830246
6090,10.0,-9.449999839067459
6109,11.0,-10.499999821186066
6129,13.0,-11.549999803304672
6154,13.0,-13.649999767541885
6182,16.0,-13.649999767541885
6213,16.0,-16.799999713897705
6225,17.0,-16.799999713897705
6244,16.0,-17.84999969601631
6270,13.0,-16.799999713897705
6289,11.0,-13.649999767541885
6342,4.0,-11.549999803304672
6401,-0.0,-4.199999928474426
6441,-3.0,-0.0
6467,-0.0,4.5
6504,-2.0,-0.0
6529,4.0,3.0
6584,13.0,-4.199999928474426
6622,13.0,-13.649999767541885
6645,11.0,-13.649999767541885
6686,3.0,-11.549999803304672
6724,-8.0,-3.1499999463558197
6765,-13.0,12.0
6803,-22.0,19.5
6829,-15.0,33.0
6869,-22.0,22.5
6904,-25.0,33.0
6943,-36.0,37.5
6969,-40.0,54.0
7005,-42.0,60.0
7042,-20.0,63.0
7069,-0.0,30.0
7106,-3.0,-0.0
7141,-6.0,4.5
7166,-8.0,9.0
7205,-6.0,12.0
7240,-0.0,9.0
7284,-0.0,-0.0
7307,10.0,-0.0
7345,27.0,-10.499999821186066
7383,45.0,-28.349999517202377
7421,61.0,-47.249999195337296
7462,63.0,-64.049998909235
7504,70.0,-66.14999887347221
7543,48.0,-73.49999874830246
7582,7.0,-50.399999141693115
7609,14.0,-7.349999874830246
7628,6.0,-14.699999749660492
7648,1.0,-6.299999892711639
7665,11.0,-1.0499999821186066
7713,-6.0,-11.549999803304672
7752,-0.0,9.0
7777,-9.0,-0.0
7810,-6.0,13.5
7844,-15.0,9.0
7869,-19.0,22.5
7905,-25.0,28.5
7926,-30.0,37.5
7939,-33.0,45.0
7977,-43.0,49.5
8001,-50.0,64.5
8014,-56.0,75.0
8032,-60.0,84.0
8045,-63.0,90.0
8059,-56.0,94.5
8075,-49.0,84.0
8093,-57.0,73.5
8106,-76.0,85.5
8119,-86.0,114.0
8132,-94.0,129.0
